"","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"1700006P03Rik",0,NA,NA,NA,NA
"1700007E05Rik",2.37652363041149,0.0276178519896963,0.315456102548519,0.823136967849653,0.900921303282464
"1700007F19Rik",0.801655582220071,0.0469478342601312,0.332848129541881,0.627147279042501,NA
"1700007H22Rik",0,NA,NA,NA,NA
"1700007J10Rik",0.227888598377875,0.0207718057880609,0.337547243941033,0.816106224950188,NA
"1700007L15Rik",13.7921778621559,0.246207029881504,0.251026946411458,0.179393430917442,0.329299463557091
"1700007M16Rik",0,NA,NA,NA,NA
"1700007P06Rik",1.5140946365166,-0.144014100169735,0.358898686439668,0.28687045500408,0.45983153700661
"1700008A23Rik",1.78803638748847,0.041919474652174,0.314567696370031,0.74137481998271,0.847203650960766
"1700008B11Rik",0.533578314399744,0.0746504837630604,0.340118820091205,0.490792852934467,NA
"1700008C04Rik",0,NA,NA,NA,NA
"1700008H02Rik",0,NA,NA,NA,NA
"1700008J07Rik",81.2449416337831,0.14079907379809,0.118836376771923,0.199539919652459,0.355381848030668
"1700008K24Rik",0,NA,NA,NA,NA
"1700008N11Rik",0.34212273337876,0.0237708293513871,0.337372702806242,0.658928325017388,NA
"1700008O03Rik",32.7368213962332,0.361280896781287,0.175688160938441,0.0179639253694874,0.0582508352646667
"1700008P02Rik",0,NA,NA,NA,NA
"1700009C05Rik",0.804032559926197,-0.0345673773958322,0.330856570521547,0.742551697764613,NA
"1700009J07Rik",25.9218409206132,-0.937545788181732,0.290573629714134,0.000124138527318127,0.00110782934034246
"1700009N14Rik",0,NA,NA,NA,NA
"1700010B08Rik",0,NA,NA,NA,NA
"1700010B13Rik",0.793203756750439,0.0791088307690363,0.337215585753623,0.406629186349897,NA
"1700010D01Rik",0,NA,NA,NA,NA
"1700010G06Rik",0.195429784411927,0.0121452274016724,0.337055564640245,0.906928219712108,NA
"1700010H22Rik",0.0671137784338524,0.0128436019475828,0.338201627307864,0.914797268830884,NA
"1700010I02Rik",0,NA,NA,NA,NA
"1700010I14Rik",102.572356441305,0.100587873983221,0.134491279457496,0.414396557699113,0.588716838622333
"1700010J16Rik",0,NA,NA,NA,NA
"1700010K23Rik",1.31011623478388,0.0137983935707201,0.326402020309779,0.883735190494201,NA
"1700010K24Rik",0.782232504104667,-0.0397406491573736,0.331275687354366,0.644703747866043,NA
"1700010L04Rik",0.0582834634616113,-0.0145486725944025,0.338290647430199,0.897584542141486,NA
"1700010N08Rik",0,NA,NA,NA,NA
"1700011B04Rik",6.39523161074485,0.0201235642869361,0.339104725006592,NA,NA
"1700011C11Rik",0,NA,NA,NA,NA
"1700011D18Rik",1.3429487577658,0.0770323510901893,0.325435497112361,0.565101998853478,NA
"1700011L03Rik",0.0570198267268947,0.0123090226424616,0.338163593537182,0.914797268830884,NA
"1700011L22Rik",1.3282727292641,0.262295524043583,0.478103611026936,0.0227032752381246,NA
"1700011M02Rik",0,NA,NA,NA,NA
"1700012A03Rik",0.0570198267268947,0.0123090226424616,0.338163593537182,0.914797268830884,NA
"1700012B07Rik",0.0812622993761203,-0.0144770458899257,0.338350467694864,0.89758497886022,NA
"1700012B09Rik",16.4880054820701,-0.316757869534206,0.296154759108864,0.111050931386142,0.232137366710058
"1700012C08Rik",0,NA,NA,NA,NA
"1700012C14Rik",0.796967132893415,0.017469184069912,0.331065821295672,0.834627987264631,NA
"1700012D16Rik",0.13208207400633,-0.0165904025404724,0.338565588603352,0.805246220038469,NA
"1700012E03Rik",0.276101834837869,0.0167650457634025,0.33683736668663,0.75553059472736,NA
"1700012I11Rik",0.240814362918364,0.0281994419316657,0.337218662556561,0.744424629521964,NA
"1700012J15Rik",0,NA,NA,NA,NA
"1700012J22Rik",0,NA,NA,NA,NA
"1700013A02Rik",0,NA,NA,NA,NA
"1700013D24Rik",0.212717036736277,-0.0191958004276754,0.337265121401283,0.745816731053541,NA
"1700013G24Rik",0.140481384155877,5.57536952023223e-05,0.337504387130987,0.991333884489374,NA
"1700013H16Rik",2.48325045240686,0.433003124895955,0.675000347669706,0.0561181109420569,0.139641624568894
"1700013M08Rik",0.0812622993761203,-0.0144770458899257,0.338350467694864,0.89758497886022,NA
"1700013N06Rik",0,NA,NA,NA,NA
"1700014B07Rik",0.416797887634308,-0.0442034370172863,0.337531146370586,0.645984618451743,NA
"1700014D04Rik",8.44633426836336,0.0865535297210952,0.26345850508533,0.612466600997795,0.754193606684676
"1700014F14Rik",0,NA,NA,NA,NA
"1700014L14Rik",0.0570198267268947,0.0123090226424616,0.338163593537182,0.914797268830884,NA
"1700015C15Rik",0.4012387338536,-0.0160025735176143,0.334249839384425,0.685990526345341,NA
"1700015C17Rik",0.130004184476269,5.46878581730175e-05,0.337347622928882,0.991334324814727,NA
"1700015G11Rik",0,NA,NA,NA,NA
"1700015H07Rik",0,NA,NA,NA,NA
"1700015I17Rik",0.498910992797584,0.0074168500799776,0.331100515764671,0.786877856804156,NA
"1700015O11Rik",0.46566915424591,-0.0422692502817729,0.330995931110549,0.624126646916923,NA
"1700016A09Rik",19.1302318678905,0.187324745267167,0.204675249950128,0.257983838517734,0.42665416725641
"1700016B01Rik",0,NA,NA,NA,NA
"1700016B15Rik",0.0533903203209171,-0.0142627523801941,0.338266905762342,0.897584542141486,NA
"1700016C15Rik",0.578692713459289,-0.0338886925386062,0.333828206169681,0.720343801506969,NA
"1700016D08Rik",0,NA,NA,NA,NA
"1700016F12Rik",0.295010418209216,0.0250317919140761,0.337766460648652,0.654770957480343,NA
"1700016G22Rik",0.822270242639378,0.0510384949082791,0.325355561126735,0.66001170025237,NA
"1700016H03Rik",0,NA,NA,NA,NA
"1700016H13Rik",0.532047902922566,0.0671026489750134,0.335379318482075,0.482867543896798,NA
"1700016J18Rik",1.83910351065165,0.117153715989083,0.324818835572706,0.405460648233567,0.580061999794622
"1700016K05Rik",0,NA,NA,NA,NA
"1700016K19Rik",36.2778465498355,-0.726005697752751,0.280589545965864,0.00110892301517224,0.00647314199087769
"1700016L21Rik",0,NA,NA,NA,NA
"1700016P03Rik",39.4051682143431,0.0193265274537459,0.218123784524185,0.911240849269806,0.950563073635742
"1700016P04Rik",0,NA,NA,NA,NA
"1700017B05Rik",6960.3403426626,-0.317902033679729,0.0995997005293231,0.00079186532502565,0.00495809869637028
"1700017G19Rik",0.205395904536867,0.00458084920175698,0.337155559823962,0.907528689867853,NA
"1700017I07Rik",0,NA,NA,NA,NA
"1700017J07Rik",1.55004254039701,-0.0550818033327059,0.318109968557029,0.681541417740413,0.807634882951858
"1700017L05Rik",0.0628904060424162,-0.0137214168331456,0.338284811951471,0.89758497886022,NA
"1700017M07Rik",3.01524652422992,-0.0358881604563187,0.298258051333397,0.799335037923346,0.885681419105718
"1700017N19Rik",0.0683634144209463,0.0129362017485405,0.338207948777762,0.914797268830884,NA
"1700018A04Rik",8.5053761890623,0.821586731521799,0.462532749111199,0.00596917957727906,0.02468645786825
"1700018A14Rik",0.262208750726587,-0.00179660345649778,0.334792397678442,0.987226386271218,NA
"1700018A23Rik",2.29308146683474,-0.260065332771112,0.387917484628082,0.146145407149472,0.28404696456321
"1700018B08Rik",0.383120030256837,0.0418032669534582,0.334629379093042,0.632519567477159,NA
"1700018B24Rik",0.445385173231615,0.0214917899715445,0.338204764116135,0.631004417407313,NA
"1700018F24Rik",0,NA,NA,NA,NA
"1700018G05Rik",0,NA,NA,NA,NA
"1700018L02Rik",33.2708262043144,1.11154647400976,0.301641360167486,1.57969314119283e-05,0.000201833311270781
"1700018M17Rik",3.26812214420923,0.178787736295995,0.32888957764031,0.286871546635886,0.45983153700661
"1700018P08Rik",0,NA,NA,NA,NA
"1700019A02Rik",3.47048023927586,0.0241523320926062,0.290725136028808,0.870687008877427,0.92874344251571
"1700019A23Rik",0.256637061611203,0.0116266975851961,0.337443137263517,0.814610770408939,NA
"1700019C18Rik",0.0668666512147886,0.013179192814826,0.338218880230708,0.914797706669122,NA
"1700019D03Rik",96.5969237312234,-0.151970868471322,0.142607386958888,0.236768430762827,0.401661346637128
"1700019E08Rik",0,NA,NA,NA,NA
"1700019F05Rik",0,NA,NA,NA,NA
"1700019G24Rik",2.61264611649319,0.0470042967767476,0.298410794288937,0.746053856807518,0.850353456041654
"1700019J19Rik",0.0812622993761203,-0.0144770458899257,0.338350467694864,0.89758497886022,NA
"1700019L13Rik",3.70064381754691,0.707132984895378,0.638633150179215,0.0199024337396993,0.0631047490695719
"1700019M22Rik",0,NA,NA,NA,NA
"1700019N19Rik",1.28844994752446,-0.0582467537343001,0.325723361708201,0.619155379669823,NA
"1700019P21Rik",0,NA,NA,NA,NA
"1700020A23Rik",0.0707059303010018,0.0130497146038638,0.338216470066225,0.914797268830884,NA
"1700020D12Rik",0,NA,NA,NA,NA
"1700020D14Rik",0,NA,NA,NA,NA
"1700020G03Rik",3.18661452737817,2.02574073110433,0.852201605232447,0.00129708060451903,0.00736150132564749
"1700020G17Rik",0.38454809540774,-0.0292190979878498,0.336459263482765,0.652418190149428,NA
"1700020L13Rik",6.41802825132651,0.270555178296282,0.318529184056331,0.164919939351148,0.310158678027205
"1700020L24Rik",10.1577002982713,0.65962451353615,1.06323764868169,0.00941565026030286,0.0351119637949046
"1700020M21Rik",0.111216262374694,-0.0172232121868128,0.338558652295865,0.805245365703636,NA
"1700020N01Rik",11.5212385410188,-0.941244052444458,0.318014727880217,0.000306302682072342,0.00231036336490576
"1700020N15Rik",0,NA,NA,NA,NA
"1700020N18Rik",0.58413316489451,-0.0124608255942322,0.328825295172416,0.860162888987592,NA
"1700021A07Rik",0.423149202645124,0.0478672168765156,0.339053149048529,0.383925864098281,NA
"1700021F02Rik",0,NA,NA,NA,NA
"1700021F07Rik",0,NA,NA,NA,NA
"1700021F13Rik",0,NA,NA,NA,NA
"1700021G15Rik",0,NA,NA,NA,NA
"1700021J08Rik",1.78736502082716,0.0892075975508304,0.330067989834528,0.447890409292536,0.619114814665576
"1700021L23Rik",0,NA,NA,NA,NA
"1700021N21Rik",3.95841251185045,0.643895999943218,0.517120261725897,0.0223779054464192,0.0690485106445544
"1700021P04Rik",0,NA,NA,NA,NA
"1700022A21Rik",0,NA,NA,NA,NA
"1700022A22Rik",0,NA,NA,NA,NA
"1700022E09Rik",0.0691916679639135,-0.014007497726813,0.338308741027086,0.89758497886022,NA
"1700022H01Rik",0.154877032317209,-0.0169919462989329,0.338616723142832,0.805246220038469,NA
"1700022H16Rik",0,NA,NA,NA,NA
"1700022I11Rik",11.2693351181343,0.17556772188708,0.277270571373598,0.330554190922692,0.505905925969496
"1700022N22Rik",12.912907313956,0.00660347883049866,0.236385122124572,0.96994075546908,0.983764429060502
"1700023C21Rik",0,NA,NA,NA,NA
"1700023F02Rik",0.0570198267268947,0.0123090226424616,0.338163593537182,0.914797268830884,NA
"1700023G09Rik",0,NA,NA,NA,NA
"1700023H06Rik",12.0353467714163,-0.00377920614794558,0.226259099788854,0.9762968735915,0.987017959967586
"1700024B05Rik",0,NA,NA,NA,NA
"1700024B18Rik",0.0683634144209463,0.0129362017485405,0.338207948777762,0.914797268830884,NA
"1700024G13Rik",12.498683673362,-0.056021285220114,0.293920435870389,0.700857148559423,0.820361058558022
"1700024I08Rik",0,NA,NA,NA,NA
"1700024J04Rik",0.0736147329410888,-0.0141895733871459,0.338324561235899,0.89758497886022,NA
"1700025A08Rik",0.323221094633325,0.0554238823697014,0.34007574216103,0.538524460662776,NA
"1700025B11Rik",0,NA,NA,NA,NA
"1700025C18Rik",0.0570198267268947,0.0123090226424616,0.338163593537182,0.914797268830884,NA
"1700025D23Rik",0.435921596716373,0.0199333980478269,0.337982357844977,0.643271520051488,NA
"1700025F24Rik",0.250766482295682,0.0179305488588518,0.338720859158815,0.691426966747534,NA
"1700025G04Rik",1982.68822509192,-0.494933173671951,0.129531184270431,3.67815648805964e-05,0.000405258377104471
"1700025H01Rik",0,NA,NA,NA,NA
"1700025J12Rik",0.273296901589653,0.0244313987411115,0.339157628742321,0.624465274742093,NA
"1700025K04Rik",0,NA,NA,NA,NA
"1700025K24Rik",0,NA,NA,NA,NA
"1700025L06Rik",0.127725757027896,0.0157264248161257,0.338452050283405,0.82210278741445,NA
"1700025M24Rik",0,NA,NA,NA,NA
"1700025N21Rik",0,NA,NA,NA,NA
"1700025N23Rik",1.20855148108128,0.0225522904860892,0.323758577654918,0.803969325643895,NA
"1700025O08Rik",0,NA,NA,NA,NA
"1700026D11Rik",0.201340489968985,0.00477828340863611,0.33718263970902,0.907943700514128,NA
"1700026F02Rik",0.171059480180684,0.0168417426370641,0.338579303814623,0.762219088874902,NA
"1700026J12Rik",0,NA,NA,NA,NA
"1700026J14Rik",4.36513996313156,0.089316735585086,0.300091896631165,0.561862345916174,0.713682434620287
"1700026N04Rik",1.35633099993145,0.208882626063378,0.39617768525462,0.126876419938575,NA
"1700027A07Rik",4.34162458013293,0.937717043135835,0.994654513246908,0.0159676905959983,0.053100760493507
"1700027A15Rik",0.656410084241659,0.102827751973382,0.355798361465452,0.216703205876363,NA
"1700027F06Rik",0,NA,NA,NA,NA
"1700027F09Rik",0,NA,NA,NA,NA
"1700027H10Rik",0.241765410481686,0.0178729393871215,0.338711280568249,0.697981783916082,NA
"1700027I24Rik",0.134227556867705,0.0158938687022193,0.338470123021637,0.82210278741445,NA
"1700027J07Rik",0.332943831872753,0.0412182278218466,0.340985943895853,0.530322645652916,NA
"1700028B04Rik",0.839682440583396,0.0427378415832709,0.33494775915041,0.617599893980392,NA
"1700028D13Rik",0,NA,NA,NA,NA
"1700028E10Rik",99.9286532652571,0.390124526486988,0.151818004620411,0.00431106912463966,0.0190650610973038
"1700028I16Rik",0.343740660243211,0.0229399373074991,0.334571033933227,0.841314922083351,NA
"1700028J19Rik",26.2385877473223,-0.234425478156554,0.2103055415545,0.16379532993086,0.308641762377607
"1700028K03Rik",20.5497663279288,-0.117294546162437,0.252833846161952,0.490283349867156,0.65592646669189
"1700028M03Rik",0.122124466876996,-0.0264691123321025,0.339035296650161,0.805245792871023,NA
"1700028N14Rik",2.26838783878834,-0.00676218748130461,0.298134981091121,0.960400237466087,0.977907861467109
"1700028P15Rik",0,NA,NA,NA,NA
"1700029B22Rik",0,NA,NA,NA,NA
"1700029B24Rik",0,NA,NA,NA,NA
"1700029E06Rik",0,NA,NA,NA,NA
"1700029F12Rik",0.127725757027896,0.0157264248161257,0.338452050283405,0.82210278741445,NA
"1700029H14Rik",1.56302237641458,0.308646550948149,0.545571587279707,0.0154092928760444,0.0516306570712456
"1700029J03Rik",0,NA,NA,NA,NA
"1700029J07Rik",242.332004958899,-0.11679353634782,0.127627745556046,0.321139203661959,0.496154064539375
"1700029M03Rik",0.0570198267268947,0.0123090226424616,0.338163593537182,0.914797268830884,NA
"1700029M20Rik",1.10461130511783,0.0620744079465896,0.341888342049889,0.404163145772551,NA
"1700029N11Rik",0,NA,NA,NA,NA
"1700030A11Rik",0.19691742499181,0.0059229615439466,0.337228597168139,0.908404240201116,NA
"1700030C10Rik",8.41886074299805,-0.1781010448256,0.28634621692461,0.31972091503969,0.494714645127514
"1700030C12Rik",4.782894376365,0.0714107526660177,0.331580496672219,0.408597111786991,0.582903770545874
"1700030C14Rik",4.56117231097739,-0.0657023765910796,0.289916724556048,0.699015682089044,0.819123438652963
"1700030E10Rik",0,NA,NA,NA,NA
"1700030F04Rik",0.548017418677431,-0.0212420286430406,0.334756801898695,0.785664199875396,NA
"1700030I03Rik",0,NA,NA,NA,NA
"1700030J22Rik",121.218891006134,-0.494748908960528,0.223625601630193,0.00717314739889522,0.0285016972390084
"1700030K09Rik",380.916855081708,-0.326226478170929,0.0874433711148129,0.000107868403301514,0.000986443207577096
"1700030L20Rik",0,NA,NA,NA,NA
"1700030L22Rik",0,NA,NA,NA,NA
"1700030M09Rik",0.492794677522417,-0.05462177640216,0.34040714535757,0.343402516128569,NA
"1700030N03Rik",0.0582834634616113,-0.0145486725944025,0.338290647430199,0.897584542141486,NA
"1700030N18Rik",0.606223849194737,-0.0165278984079563,0.336099283167863,0.792709396192319,NA
"1700030O20Rik",0,NA,NA,NA,NA
"1700031A10Rik",0.0812622993761203,-0.0144770458899257,0.338350467694864,0.89758497886022,NA
"1700031F05Rik",0,NA,NA,NA,NA
"1700031F10Rik",0.31291185277727,0.0625462699023989,0.344706430957985,0.425696361769485,NA
"1700031L13Rik",0,NA,NA,NA,NA
"1700031M16Rik",0,NA,NA,NA,NA
"1700031P21Rik",0.341030623040516,-0.0653200131233227,0.342921954778026,0.439746764325461,NA
"1700034B16Rik",0,NA,NA,NA,NA
"1700034E13Rik",0.0707059303010018,0.0130497146038638,0.338216470066225,0.914797268830884,NA
"1700034G24Rik",0,NA,NA,NA,NA
"1700034H15Rik",65.9185914827004,0.400268734663991,0.168142386873994,0.0068697683283249,0.0275547862757609
"1700034J04Rik",0,NA,NA,NA,NA
"1700034J05Rik",0,NA,NA,NA,NA
"1700034K08Rik",0,NA,NA,NA,NA
"1700034P13Rik",2.77352648612203,0.0391162500378188,0.300310774930196,0.78329867288442,0.875600619830836
"1700036A12Rik",3.37721914812117,0.536950091523219,0.798571507005225,0.0274833858440005,0.0811026255008817
